ReadingID,HomeID,LocalDeviceID,ConditionType,Value,Timestamp
R73569,homeC2016,S19,Sunny,63.02,2016-05-24 17:00:00
R73570,homeC2016,S19,Rain,64.25,2016-05-24 18:00:00
R73571,homeC2016,S44,Cloudy,64.97,2016-05-24 19:00:00
R73572,homeC2016,S17,Thunderstorm,64.34,2016-05-24 20:00:00
R73573,homeC2016,S73,Windy,64.63,2016-05-24 21:00:00
R73574,homeC2016,S33,Sunny,64.98,2016-05-24 22:00:00
R73575,homeC2016,S74,Rain,64.22,2016-05-24 23:00:00
R73576,homeC2016,S13,Cloudy,62.39,2016-05-25 00:00:00
R73577,homeC2016,S15,Windy,59.42,2016-05-25 01:00:00
R73578,homeC2016,S18,Thunderstorm,57.36,2016-05-25 02:00:00
R73579,homeC2016,S43,Cloudy,56.15,2016-05-25 03:00:00
R73580,homeC2016,S50,Windy,54.67,2016-05-25 04:00:00
R73581,homeC2016,S10,Sunny,53.28,2016-05-25 05:00:00
R73582,homeC2016,S48,Rain,53.23,2016-05-25 06:00:00
R73583,homeC2016,S68,Sunny,52.21,2016-05-25 07:00:00
R73584,homeC2016,S58,Windy,52.46,2016-05-25 08:00:00
R73585,homeC2016,S82,Thunderstorm,51.47,2016-05-25 09:00:00
R73586,homeC2016,S101,Rain,51.85,2016-05-25 10:00:00
R73587,homeC2016,S33,Thunderstorm,53.55,2016-05-25 11:00:00
R73588,homeC2016,S50,Thunderstorm,56.64,2016-05-25 12:00:00
R73589,homeC2016,S15,Cloudy,61.73,2016-05-25 13:00:00
R73590,homeC2016,S74,Rain,67.88,2016-05-25 14:00:00
R73591,homeC2016,S41,Cloudy,75.31,2016-05-25 15:00:00
R73592,homeC2016,S13,Sunny,79.77,2016-05-25 16:00:00
R73593,homeC2016,S43,Sunny,83.05,2016-05-25 17:00:00
R73594,homeC2016,S73,Sunny,84.87,2016-05-25 18:00:00
R73595,homeC2016,S89,Sunny,85.72,2016-05-25 19:00:00
R73596,homeC2016,S49,Sunny,85.66,2016-05-25 20:00:00
R73597,homeC2016,S17,Rain,84.46,2016-05-25 21:00:00
R73598,homeC2016,S80,Rain,82.42,2016-05-25 22:00:00
R73599,homeC2016,S30,Thunderstorm,80.59,2016-05-25 23:00:00
R73600,homeC2016,S77,Windy,76.83,2016-05-26 00:00:00
R73601,homeC2016,S104,Thunderstorm,71.03,2016-05-26 01:00:00
R73602,homeC2016,S80,Sunny,69.13,2016-05-26 02:00:00
R73603,homeC2016,S47,Windy,65.87,2016-05-26 03:00:00
R73604,homeC2016,S04,Rain,64.03,2016-05-26 04:00:00
R73605,homeC2016,S67,Cloudy,62.55,2016-05-26 05:00:00
R73606,homeC2016,S58,Thunderstorm,59.81,2016-05-26 06:00:00
R73607,homeC2016,S70,Thunderstorm,59.13,2016-05-26 07:00:00
R73608,homeC2016,S100,Windy,57.8,2016-05-26 08:00:00
R73609,homeC2016,S50,Cloudy,56.7,2016-05-26 09:00:00
R73610,homeC2016,S73,Windy,56.74,2016-05-26 10:00:00
R73611,homeC2016,S69,Cloudy,61.14,2016-05-26 11:00:00
R73612,homeC2016,S10,Rain,66.15,2016-05-26 12:00:00
R73613,homeC2016,S45,Windy,71.9,2016-05-26 13:00:00
R73614,homeC2016,S93,Sunny,76.07,2016-05-26 14:00:00
R73615,homeC2016,S25,Windy,79.7,2016-05-26 15:00:00
R73616,homeC2016,S04,Cloudy,82.85,2016-05-26 16:00:00
R73617,homeC2016,S95,Thunderstorm,84.95,2016-05-26 17:00:00
R73618,homeC2016,S33,Windy,86.07,2016-05-26 18:00:00
R73619,homeC2016,S75,Windy,86.45,2016-05-26 19:00:00
R73620,homeC2016,S92,Cloudy,86.06,2016-05-26 20:00:00
R73621,homeC2016,S72,Windy,86.44,2016-05-26 21:00:00
R73622,homeC2016,S01,Cloudy,84.97,2016-05-26 22:00:00
R73623,homeC2016,S35,Cloudy,82.45,2016-05-26 23:00:00
R73624,homeC2016,S64,Thunderstorm,78.75,2016-05-27 00:00:00
R73625,homeC2016,S02,Sunny,74.48,2016-05-27 01:00:00
R73626,homeC2016,S46,Thunderstorm,72.59,2016-05-27 02:00:00
R73627,homeC2016,S24,Sunny,69.95,2016-05-27 03:00:00
R73628,homeC2016,S83,Sunny,68.72,2016-05-27 04:00:00
R73629,homeC2016,S46,Rain,67.82,2016-05-27 05:00:00
R73630,homeC2016,S46,Windy,66.82,2016-05-27 06:00:00
R73631,homeC2016,S54,Cloudy,65.38,2016-05-27 07:00:00
R73632,homeC2016,S88,Windy,63.78,2016-05-27 08:00:00
R73633,homeC2016,S60,Windy,62.73,2016-05-27 09:00:00
R73634,homeC2016,S13,Sunny,63.17,2016-05-27 10:00:00
R73635,homeC2016,S39,Cloudy,64.32,2016-05-27 11:00:00
R73636,homeC2016,S105,Sunny,68.33,2016-05-27 12:00:00
R73637,homeC2016,S69,Sunny,71.48,2016-05-27 13:00:00
R73638,homeC2016,S25,Sunny,74.9,2016-05-27 14:00:00
R73639,homeC2016,S26,Cloudy,78.48,2016-05-27 15:00:00
R73640,homeC2016,S36,Rain,80.93,2016-05-27 16:00:00
R73641,homeC2016,S27,Sunny,82.66,2016-05-27 17:00:00
R73642,homeC2016,S53,Cloudy,84.49,2016-05-27 18:00:00
R73643,homeC2016,S58,Windy,84.97,2016-05-27 19:00:00
R73644,homeC2016,S25,Windy,85.91,2016-05-27 20:00:00
R73645,homeC2016,S100,Thunderstorm,83.14,2016-05-27 21:00:00
R73646,homeC2016,S19,Thunderstorm,80.28,2016-05-27 22:00:00
R73647,homeC2016,S21,Thunderstorm,78.71,2016-05-27 23:00:00
R73648,homeC2016,S92,Thunderstorm,76.66,2016-05-28 00:00:00
R73649,homeC2016,S100,Windy,73.77,2016-05-28 01:00:00
R73650,homeC2016,S04,Cloudy,72.15,2016-05-28 02:00:00
R73651,homeC2016,S81,Sunny,70.44,2016-05-28 03:00:00
R73652,homeC2016,S31,Thunderstorm,69.23,2016-05-28 04:00:00
R73653,homeC2016,S37,Cloudy,67.5,2016-05-28 05:00:00
R73654,homeC2016,S78,Thunderstorm,66.34,2016-05-28 06:00:00
R73655,homeC2016,S105,Sunny,65.42,2016-05-28 07:00:00
R73656,homeC2016,S39,Sunny,64.69,2016-05-28 08:00:00
R73657,homeC2016,S84,Rain,64.52,2016-05-28 09:00:00
R73658,homeC2016,S32,Thunderstorm,64.23,2016-05-28 10:00:00
R73659,homeC2016,S55,Sunny,66.85,2016-05-28 11:00:00
R73660,homeC2016,S17,Rain,69.23,2016-05-28 12:00:00
R73661,homeC2016,S77,Thunderstorm,72.58,2016-05-28 13:00:00
R73662,homeC2016,S12,Windy,77.1,2016-05-28 14:00:00
R73663,homeC2016,S43,Windy,81.49,2016-05-28 15:00:00
R73664,homeC2016,S59,Rain,85.03,2016-05-28 16:00:00
R73665,homeC2016,S90,Thunderstorm,88.08,2016-05-28 17:00:00
R73666,homeC2016,S72,Rain,89.61,2016-05-28 18:00:00
R73667,homeC2016,S04,Windy,90.35,2016-05-28 19:00:00
R73668,homeC2016,S93,Cloudy,89.73,2016-05-28 20:00:00
R73669,homeC2016,S33,Thunderstorm,88.68,2016-05-28 21:00:00
R73670,homeC2016,S20,Windy,87.77,2016-05-28 22:00:00
R73671,homeC2016,S98,Thunderstorm,85.77,2016-05-28 23:00:00
R73672,homeC2016,S79,Thunderstorm,81.61,2016-05-29 00:00:00
R73673,homeC2016,S02,Windy,77.37,2016-05-29 01:00:00
R73674,homeC2016,S81,Cloudy,74.35,2016-05-29 02:00:00
R73675,homeC2016,S78,Windy,72.5,2016-05-29 03:00:00
R73676,homeC2016,S71,Thunderstorm,70.87,2016-05-29 04:00:00
R73677,homeC2016,S84,Rain,69.64,2016-05-29 05:00:00
R73678,homeC2016,S56,Windy,68.33,2016-05-29 06:00:00
R73679,homeC2016,S53,Thunderstorm,66.98,2016-05-29 07:00:00
R73680,homeC2016,S13,Cloudy,65.38,2016-05-29 08:00:00
R73681,homeC2016,S54,Cloudy,65.08,2016-05-29 09:00:00
R73682,homeC2016,S63,Sunny,65.28,2016-05-29 10:00:00
R73683,homeC2016,S08,Sunny,68.77,2016-05-29 11:00:00
R73684,homeC2016,S27,Thunderstorm,71.62,2016-05-29 12:00:00
R73685,homeC2016,S10,Cloudy,74.23,2016-05-29 13:00:00
R73686,homeC2016,S70,Cloudy,76.73,2016-05-29 14:00:00
R73687,homeC2016,S88,Cloudy,78.14,2016-05-29 15:00:00
R73688,homeC2016,S54,Windy,80.12,2016-05-29 16:00:00
R73689,homeC2016,S64,Cloudy,81.52,2016-05-29 17:00:00
R73690,homeC2016,S102,Rain,82.59,2016-05-29 18:00:00
R73691,homeC2016,S17,Cloudy,81.09,2016-05-29 19:00:00
R73692,homeC2016,S98,Windy,79.32,2016-05-29 20:00:00
R73693,homeC2016,S25,Thunderstorm,77.93,2016-05-29 21:00:00
R73694,homeC2016,S70,Windy,75.97,2016-05-29 22:00:00
R73695,homeC2016,S96,Cloudy,73.36,2016-05-29 23:00:00
R73696,homeC2016,S08,Thunderstorm,70.29,2016-05-30 00:00:00
R73697,homeC2016,S40,Thunderstorm,68.39,2016-05-30 01:00:00
R73698,homeC2016,S67,Windy,67.01,2016-05-30 02:00:00
R73699,homeC2016,S42,Sunny,66.35,2016-05-30 03:00:00
R73700,homeC2016,S19,Sunny,65.5,2016-05-30 04:00:00
R73701,homeC2016,S98,Cloudy,65.34,2016-05-30 05:00:00
R73702,homeC2016,S59,Thunderstorm,64.34,2016-05-30 06:00:00
R73703,homeC2016,S96,Rain,63.23,2016-05-30 07:00:00
R73704,homeC2016,S42,Thunderstorm,62.85,2016-05-30 08:00:00
R73705,homeC2016,S59,Thunderstorm,62.67,2016-05-30 09:00:00
R73706,homeC2016,S69,Cloudy,62.31,2016-05-30 10:00:00
R73707,homeC2016,S48,Thunderstorm,62.48,2016-05-30 11:00:00
R73708,homeC2016,S102,Cloudy,63.08,2016-05-30 12:00:00
R73709,homeC2016,S61,Rain,64.46,2016-05-30 13:00:00
R73710,homeC2016,S54,Thunderstorm,66.11,2016-05-30 14:00:00
R73711,homeC2016,S20,Rain,68.77,2016-05-30 15:00:00
R73712,homeC2016,S61,Windy,70.73,2016-05-30 16:00:00
R73713,homeC2016,S05,Windy,73.66,2016-05-30 17:00:00
R73714,homeC2016,S24,Thunderstorm,76.2,2016-05-30 18:00:00
R73715,homeC2016,S10,Windy,78.15,2016-05-30 19:00:00
R73716,homeC2016,S97,Thunderstorm,78.71,2016-05-30 20:00:00
R73717,homeC2016,S74,Windy,78.93,2016-05-30 21:00:00
R73718,homeC2016,S62,Thunderstorm,78.03,2016-05-30 22:00:00
R73719,homeC2016,S103,Rain,76.04,2016-05-30 23:00:00
R73720,homeC2016,S14,Rain,72.69,2016-05-31 00:00:00
R73721,homeC2016,S75,Cloudy,71.23,2016-05-31 01:00:00
R73722,homeC2016,S103,Sunny,70.34,2016-05-31 02:00:00
R73723,homeC2016,S04,Windy,68.74,2016-05-31 03:00:00
R73724,homeC2016,S66,Rain,67.68,2016-05-31 04:00:00
R73725,homeC2016,S104,Cloudy,67.31,2016-05-31 05:00:00
R73726,homeC2016,S09,Cloudy,66.84,2016-05-31 06:00:00
R73727,homeC2016,S24,Thunderstorm,66.22,2016-05-31 07:00:00
R73728,homeC2016,S63,Cloudy,65.08,2016-05-31 08:00:00
R73729,homeC2016,S12,Windy,64.42,2016-05-31 09:00:00
R73730,homeC2016,S95,Windy,63.58,2016-05-31 10:00:00
R73731,homeC2016,S58,Windy,66.12,2016-05-31 11:00:00
R73732,homeC2016,S78,Windy,69.68,2016-05-31 12:00:00
R73733,homeC2016,S86,Windy,72.41,2016-05-31 13:00:00
R73734,homeC2016,S12,Thunderstorm,74.52,2016-05-31 14:00:00
R73735,homeC2016,S81,Cloudy,76.75,2016-05-31 15:00:00
R73736,homeC2016,S26,Rain,78.95,2016-05-31 16:00:00
R73737,homeC2016,S88,Rain,80.35,2016-05-31 17:00:00
R73738,homeC2016,S14,Cloudy,81.64,2016-05-31 18:00:00
R73739,homeC2016,S78,Sunny,82.91,2016-05-31 19:00:00
R73740,homeC2016,S82,Rain,83.2,2016-05-31 20:00:00
R73741,homeC2016,S57,Rain,83.18,2016-05-31 21:00:00
R73742,homeC2016,S30,Windy,82.3,2016-05-31 22:00:00
R73743,homeC2016,S20,Windy,80.53,2016-05-31 23:00:00
R73744,homeC2016,S59,Cloudy,76.75,2016-06-01 00:00:00
R73745,homeC2016,S32,Thunderstorm,72.13,2016-06-01 01:00:00
R73746,homeC2016,S105,Cloudy,68.78,2016-06-01 02:00:00
R73747,homeC2016,S41,Windy,64.42,2016-06-01 03:00:00
R73748,homeC2016,S12,Windy,61.75,2016-06-01 04:00:00
R73749,homeC2016,S52,Thunderstorm,59.54,2016-06-01 05:00:00
R73750,homeC2016,S47,Cloudy,57.18,2016-06-01 06:00:00
R73751,homeC2016,S27,Sunny,55.7,2016-06-01 07:00:00
R73752,homeC2016,S27,Rain,53.86,2016-06-01 08:00:00
R73753,homeC2016,S12,Thunderstorm,53.27,2016-06-01 09:00:00
R73754,homeC2016,S86,Cloudy,53.75,2016-06-01 10:00:00
R73755,homeC2016,S20,Sunny,58.78,2016-06-01 11:00:00
R73756,homeC2016,S08,Sunny,64.49,2016-06-01 12:00:00
R73757,homeC2016,S105,Thunderstorm,69.5,2016-06-01 13:00:00
R73758,homeC2016,S49,Rain,72.79,2016-06-01 14:00:00
R73759,homeC2016,S23,Cloudy,75.24,2016-06-01 15:00:00
R73760,homeC2016,S94,Cloudy,77.58,2016-06-01 16:00:00
R73761,homeC2016,S51,Cloudy,79.33,2016-06-01 17:00:00
R73762,homeC2016,S14,Windy,80.54,2016-06-01 18:00:00
R73763,homeC2016,S20,Rain,80.67,2016-06-01 19:00:00
R73764,homeC2016,S54,Thunderstorm,80.62,2016-06-01 20:00:00
R73765,homeC2016,S83,Rain,80.2,2016-06-01 21:00:00
R73766,homeC2016,S105,Thunderstorm,78.34,2016-06-01 22:00:00
R73767,homeC2016,S101,Thunderstorm,76.15,2016-06-01 23:00:00
R73768,homeC2016,S45,Rain,73.66,2016-06-02 00:00:00
R73769,homeC2016,S101,Windy,70.59,2016-06-02 01:00:00
R73770,homeC2016,S34,Sunny,67.75,2016-06-02 02:00:00
R73771,homeC2016,S34,Cloudy,65.38,2016-06-02 03:00:00
R73772,homeC2016,S62,Sunny,62.6,2016-06-02 04:00:00
R73773,homeC2016,S71,Thunderstorm,61.36,2016-06-02 05:00:00
R73774,homeC2016,S35,Sunny,59.01,2016-06-02 06:00:00
R73775,homeC2016,S25,Thunderstorm,57.58,2016-06-02 07:00:00
R73776,homeC2016,S98,Thunderstorm,57.47,2016-06-02 08:00:00
R73777,homeC2016,S36,Cloudy,55.81,2016-06-02 09:00:00
R73778,homeC2016,S80,Thunderstorm,56.23,2016-06-02 10:00:00
R73779,homeC2016,S103,Windy,59.29,2016-06-02 11:00:00
R73780,homeC2016,S59,Thunderstorm,62.79,2016-06-02 12:00:00
R73781,homeC2016,S33,Rain,65.44,2016-06-02 13:00:00
R73782,homeC2016,S01,Rain,68.48,2016-06-02 14:00:00
R73783,homeC2016,S102,Cloudy,71.7,2016-06-02 15:00:00
R73784,homeC2016,S75,Cloudy,74.39,2016-06-02 16:00:00
R73785,homeC2016,S97,Windy,76.11,2016-06-02 17:00:00
R73786,homeC2016,S65,Rain,77.41,2016-06-02 18:00:00
R73787,homeC2016,S10,Cloudy,78.23,2016-06-02 19:00:00
R73788,homeC2016,S37,Sunny,78.23,2016-06-02 20:00:00
R73789,homeC2016,S10,Windy,77.64,2016-06-02 21:00:00
R73790,homeC2016,S70,Windy,76.38,2016-06-02 22:00:00
R73791,homeC2016,S101,Sunny,73.39,2016-06-02 23:00:00
R73792,homeC2016,S08,Cloudy,70.47,2016-06-03 00:00:00
R73793,homeC2016,S71,Sunny,67.44,2016-06-03 01:00:00
R73794,homeC2016,S82,Sunny,65.4,2016-06-03 02:00:00
R73795,homeC2016,S56,Sunny,63.23,2016-06-03 03:00:00
R73796,homeC2016,S08,Rain,62.27,2016-06-03 04:00:00
R73797,homeC2016,S38,Windy,61.36,2016-06-03 05:00:00
R73798,homeC2016,S83,Rain,61.15,2016-06-03 06:00:00
R73799,homeC2016,S71,Windy,60.78,2016-06-03 07:00:00
R73800,homeC2016,S01,Thunderstorm,60.33,2016-06-03 08:00:00
R73801,homeC2016,S39,Thunderstorm,60.17,2016-06-03 09:00:00
R73802,homeC2016,S75,Windy,60.06,2016-06-03 10:00:00
R73803,homeC2016,S97,Sunny,60.22,2016-06-03 11:00:00
R73804,homeC2016,S65,Cloudy,60.97,2016-06-03 12:00:00
R73805,homeC2016,S37,Cloudy,62.22,2016-06-03 13:00:00
R73806,homeC2016,S98,Cloudy,63.42,2016-06-03 14:00:00
R73807,homeC2016,S12,Sunny,64.91,2016-06-03 15:00:00
R73808,homeC2016,S69,Cloudy,66.32,2016-06-03 16:00:00
R73809,homeC2016,S79,Sunny,67.94,2016-06-03 17:00:00
R73810,homeC2016,S68,Thunderstorm,68.98,2016-06-03 18:00:00
R73811,homeC2016,S02,Thunderstorm,69.67,2016-06-03 19:00:00
R73812,homeC2016,S38,Thunderstorm,69.89,2016-06-03 20:00:00
R73813,homeC2016,S95,Cloudy,70.14,2016-06-03 21:00:00
R73814,homeC2016,S61,Cloudy,70.0,2016-06-03 22:00:00
R73815,homeC2016,S13,Thunderstorm,69.52,2016-06-03 23:00:00
R73816,homeC2016,S25,Rain,68.21,2016-06-04 00:00:00
R73817,homeC2016,S91,Sunny,66.72,2016-06-04 01:00:00
R73818,homeC2016,S67,Windy,66.15,2016-06-04 02:00:00
R73819,homeC2016,S60,Cloudy,65.6,2016-06-04 03:00:00
R73820,homeC2016,S52,Sunny,65.24,2016-06-04 04:00:00
R73821,homeC2016,S24,Sunny,64.65,2016-06-04 05:00:00
R73822,homeC2016,S03,Sunny,63.98,2016-06-04 06:00:00
R73823,homeC2016,S68,Rain,62.62,2016-06-04 07:00:00
R73824,homeC2016,S62,Windy,61.38,2016-06-04 08:00:00
R73825,homeC2016,S70,Rain,61.55,2016-06-04 09:00:00
R73826,homeC2016,S97,Sunny,62.02,2016-06-04 10:00:00
R73827,homeC2016,S55,Sunny,63.38,2016-06-04 11:00:00
R73828,homeC2016,S70,Sunny,65.71,2016-06-04 12:00:00
R73829,homeC2016,S50,Windy,68.27,2016-06-04 13:00:00
R73830,homeC2016,S90,Sunny,72.56,2016-06-04 14:00:00
R73831,homeC2016,S29,Thunderstorm,75.68,2016-06-04 15:00:00
R73832,homeC2016,S08,Rain,78.47,2016-06-04 16:00:00
R73833,homeC2016,S44,Thunderstorm,79.76,2016-06-04 17:00:00
R73834,homeC2016,S15,Windy,80.64,2016-06-04 18:00:00
R73835,homeC2016,S04,Thunderstorm,80.99,2016-06-04 19:00:00
R73836,homeC2016,S05,Cloudy,81.39,2016-06-04 20:00:00
R73837,homeC2016,S24,Cloudy,81.43,2016-06-04 21:00:00
R73838,homeC2016,S15,Cloudy,81.41,2016-06-04 22:00:00
R73839,homeC2016,S35,Thunderstorm,79.03,2016-06-04 23:00:00
R73840,homeC2016,S36,Cloudy,74.9,2016-06-05 00:00:00
R73841,homeC2016,S34,Windy,70.93,2016-06-05 01:00:00
R73842,homeC2016,S51,Rain,68.04,2016-06-05 02:00:00
R73843,homeC2016,S01,Thunderstorm,66.89,2016-06-05 03:00:00
R73844,homeC2016,S82,Cloudy,65.76,2016-06-05 04:00:00
R73845,homeC2016,S26,Cloudy,65.84,2016-06-05 05:00:00
R73846,homeC2016,S26,Thunderstorm,65.22,2016-06-05 06:00:00
R73847,homeC2016,S55,Thunderstorm,64.55,2016-06-05 07:00:00
R73848,homeC2016,S76,Windy,64.43,2016-06-05 08:00:00
R73849,homeC2016,S01,Cloudy,64.3,2016-06-05 09:00:00
R73850,homeC2016,S42,Thunderstorm,64.21,2016-06-05 10:00:00
R73851,homeC2016,S52,Rain,64.34,2016-06-05 11:00:00
R73852,homeC2016,S95,Sunny,64.56,2016-06-05 12:00:00
R73853,homeC2016,S42,Cloudy,65.15,2016-06-05 13:00:00
R73854,homeC2016,S41,Windy,65.79,2016-06-05 14:00:00
R73855,homeC2016,S95,Thunderstorm,66.7,2016-06-05 15:00:00
R73856,homeC2016,S19,Sunny,66.99,2016-06-05 16:00:00
R73857,homeC2016,S09,Thunderstorm,67.56,2016-06-05 17:00:00
R73858,homeC2016,S88,Sunny,66.59,2016-06-05 18:00:00
R73859,homeC2016,S78,Rain,64.18,2016-06-05 19:00:00
R73860,homeC2016,S14,Cloudy,64.29,2016-06-05 20:00:00
R73861,homeC2016,S23,Thunderstorm,64.16,2016-06-05 21:00:00
R73862,homeC2016,S46,Sunny,64.28,2016-06-05 22:00:00
R73863,homeC2016,S47,Thunderstorm,64.33,2016-06-05 23:00:00
R73864,homeC2016,S55,Thunderstorm,64.48,2016-06-06 00:00:00
R73865,homeC2016,S05,Windy,64.48,2016-06-06 01:00:00
R73866,homeC2016,S27,Windy,64.02,2016-06-06 02:00:00
R73867,homeC2016,S34,Windy,63.42,2016-06-06 03:00:00
R73868,homeC2016,S47,Sunny,63.68,2016-06-06 04:00:00
R73869,homeC2016,S52,Windy,63.32,2016-06-06 05:00:00
R73870,homeC2016,S04,Rain,62.82,2016-06-06 06:00:00
R73871,homeC2016,S21,Thunderstorm,62.74,2016-06-06 07:00:00
R73872,homeC2016,S71,Thunderstorm,62.52,2016-06-06 08:00:00
R73873,homeC2016,S17,Sunny,62.5,2016-06-06 09:00:00
R73874,homeC2016,S85,Thunderstorm,62.66,2016-06-06 10:00:00
R73875,homeC2016,S31,Thunderstorm,63.91,2016-06-06 11:00:00
R73876,homeC2016,S26,Thunderstorm,66.9,2016-06-06 12:00:00
R73877,homeC2016,S42,Windy,67.78,2016-06-06 13:00:00
R73878,homeC2016,S97,Cloudy,72.31,2016-06-06 14:00:00
R73879,homeC2016,S70,Rain,73.61,2016-06-06 15:00:00
R73880,homeC2016,S71,Rain,76.0,2016-06-06 16:00:00
R73881,homeC2016,S76,Rain,77.55,2016-06-06 17:00:00
R73882,homeC2016,S21,Cloudy,79.03,2016-06-06 18:00:00
R73883,homeC2016,S53,Rain,80.03,2016-06-06 19:00:00
R73884,homeC2016,S47,Rain,80.72,2016-06-06 20:00:00
R73885,homeC2016,S07,Sunny,80.41,2016-06-06 21:00:00
R73886,homeC2016,S35,Sunny,80.5,2016-06-06 22:00:00
R73887,homeC2016,S102,Rain,78.82,2016-06-06 23:00:00
R73888,homeC2016,S96,Windy,74.33,2016-06-07 00:00:00
R73889,homeC2016,S64,Sunny,70.42,2016-06-07 01:00:00
R73890,homeC2016,S22,Windy,66.19,2016-06-07 02:00:00
R73891,homeC2016,S32,Sunny,64.21,2016-06-07 03:00:00
R73892,homeC2016,S96,Thunderstorm,61.81,2016-06-07 04:00:00
R73893,homeC2016,S20,Rain,60.88,2016-06-07 05:00:00
R73894,homeC2016,S80,Rain,60.03,2016-06-07 06:00:00
R73895,homeC2016,S14,Cloudy,59.65,2016-06-07 07:00:00
R73896,homeC2016,S99,Thunderstorm,59.34,2016-06-07 08:00:00
R73897,homeC2016,S15,Sunny,60.85,2016-06-07 09:00:00
R73898,homeC2016,S42,Rain,61.34,2016-06-07 10:00:00
R73899,homeC2016,S11,Cloudy,63.59,2016-06-07 11:00:00
R73900,homeC2016,S34,Rain,66.93,2016-06-07 12:00:00
R73901,homeC2016,S78,Rain,70.18,2016-06-07 13:00:00
R73902,homeC2016,S100,Cloudy,73.06,2016-06-07 14:00:00
R73903,homeC2016,S100,Thunderstorm,75.49,2016-06-07 15:00:00
R73904,homeC2016,S77,Windy,77.13,2016-06-07 16:00:00
R73905,homeC2016,S75,Rain,78.27,2016-06-07 17:00:00
R73906,homeC2016,S44,Sunny,78.37,2016-06-07 18:00:00
R73907,homeC2016,S55,Windy,78.29,2016-06-07 19:00:00
R73908,homeC2016,S62,Windy,77.46,2016-06-07 20:00:00
R73909,homeC2016,S101,Thunderstorm,75.65,2016-06-07 21:00:00
R73910,homeC2016,S95,Sunny,73.61,2016-06-07 22:00:00
R73911,homeC2016,S87,Windy,66.67,2016-06-07 23:00:00
R73912,homeC2016,S59,Rain,63.87,2016-06-08 00:00:00
R73913,homeC2016,S60,Cloudy,63.04,2016-06-08 01:00:00
R73914,homeC2016,S23,Cloudy,62.33,2016-06-08 02:00:00
R73915,homeC2016,S77,Sunny,60.94,2016-06-08 03:00:00
R73916,homeC2016,S105,Thunderstorm,60.05,2016-06-08 04:00:00
R73917,homeC2016,S79,Sunny,59.07,2016-06-08 05:00:00
R73918,homeC2016,S04,Sunny,58.77,2016-06-08 06:00:00
R73919,homeC2016,S66,Windy,58.14,2016-06-08 07:00:00
R73920,homeC2016,S07,Thunderstorm,57.7,2016-06-08 08:00:00
R73921,homeC2016,S68,Thunderstorm,57.08,2016-06-08 09:00:00
R73922,homeC2016,S88,Windy,57.1,2016-06-08 10:00:00
R73923,homeC2016,S02,Cloudy,59.09,2016-06-08 11:00:00
R73924,homeC2016,S34,Thunderstorm,60.16,2016-06-08 12:00:00
R73925,homeC2016,S79,Cloudy,62.26,2016-06-08 13:00:00
R73926,homeC2016,S40,Thunderstorm,63.74,2016-06-08 14:00:00
R73927,homeC2016,S07,Thunderstorm,65.03,2016-06-08 15:00:00
R73928,homeC2016,S95,Rain,65.01,2016-06-08 16:00:00
R73929,homeC2016,S30,Sunny,64.64,2016-06-08 17:00:00
R73930,homeC2016,S15,Rain,62.49,2016-06-08 18:00:00
R73931,homeC2016,S26,Cloudy,62.21,2016-06-08 19:00:00
R73932,homeC2016,S71,Windy,62.39,2016-06-08 20:00:00
R73933,homeC2016,S67,Rain,61.92,2016-06-08 21:00:00
R73934,homeC2016,S38,Cloudy,62.34,2016-06-08 22:00:00
R73935,homeC2016,S76,Cloudy,60.93,2016-06-08 23:00:00
R73936,homeC2016,S07,Rain,58.62,2016-06-09 00:00:00
R73937,homeC2016,S10,Rain,56.75,2016-06-09 01:00:00
R73938,homeC2016,S22,Rain,55.56,2016-06-09 02:00:00
R73939,homeC2016,S59,Rain,54.46,2016-06-09 03:00:00
R73940,homeC2016,S53,Sunny,54.11,2016-06-09 04:00:00
R73941,homeC2016,S09,Thunderstorm,53.3,2016-06-09 05:00:00
R73942,homeC2016,S27,Windy,53.05,2016-06-09 06:00:00
R73943,homeC2016,S52,Windy,52.69,2016-06-09 07:00:00
R73944,homeC2016,S75,Sunny,52.94,2016-06-09 08:00:00
R73945,homeC2016,S94,Rain,52.95,2016-06-09 09:00:00
R73946,homeC2016,S25,Windy,53.14,2016-06-09 10:00:00
R73947,homeC2016,S03,Thunderstorm,54.09,2016-06-09 11:00:00
R73948,homeC2016,S105,Cloudy,55.67,2016-06-09 12:00:00
R73949,homeC2016,S73,Windy,56.2,2016-06-09 13:00:00
R73950,homeC2016,S74,Rain,57.4,2016-06-09 14:00:00
R73951,homeC2016,S94,Thunderstorm,59.75,2016-06-09 15:00:00
R73952,homeC2016,S35,Sunny,61.26,2016-06-09 16:00:00
R73953,homeC2016,S67,Sunny,62.49,2016-06-09 17:00:00
R73954,homeC2016,S86,Sunny,64.41,2016-06-09 18:00:00
R73955,homeC2016,S63,Thunderstorm,65.68,2016-06-09 19:00:00
R73956,homeC2016,S69,Sunny,66.48,2016-06-09 20:00:00
R73957,homeC2016,S70,Windy,65.72,2016-06-09 21:00:00
R73958,homeC2016,S58,Windy,64.14,2016-06-09 22:00:00
R73959,homeC2016,S27,Cloudy,62.42,2016-06-09 23:00:00
R73960,homeC2016,S17,Cloudy,60.31,2016-06-10 00:00:00
R73961,homeC2016,S17,Sunny,58.09,2016-06-10 01:00:00
